run,arrivalDelayMs
2,327
2,329
2,333
2,334
2,335
2,335
2,336
2,339
2,339
2,341
2,343
2,344
2,345
2,345
2,346
2,347
2,348
2,368
2,368
2,377
2,378
2,382
2,384
2,389
2,389
2,389
2,390
2,396
2,397
2,400
2,400
2,402
2,402
2,402
2,402
2,404
2,405
2,405
2,408
2,408
2,409
2,411
2,412
2,412
2,412
2,420
2,425
2,425
2,429
2,429
2,431
2,432
2,464
2,464
2,465
2,466
2,467
2,469
2,471
2,473
2,475
2,475
2,479
2,479
2,480
2,481
2,483
2,486
2,500
2,506
2,506
2,509
2,510
2,514
2,514
2,518
2,522
2,522
2,528
2,534
2,538
2,562
2,564
2,566
2,569
2,589
2,594
2,594
2,604
2,610
2,614
2,614
2,616
2,655
2,659
2,667
2,672
2,672
2,672
2,672
2,672
2,672
2,688
2,693
2,693
2,728
2,730
2,734
2,741
2,744
2,757
2,759
2,786
2,793
2,802
2,807
2,810
2,810
2,813
2,815
2,824
2,826
2,830
2,832
2,832
2,842
2,847
2,858
2,865
2,869
2,882
2,886
2,892
2,892
2,898
2,902
2,906
2,908
2,918
2,920
2,945
2,945
2,949
2,964
2,1014
2,1024
2,1041
2,1046
2,1051
2,1053
2,1055
2,1066
2,1073
2,1078
2,1086
2,1096
2,1117
2,1117
2,1121
2,1122
2,1128
2,1129
2,1137
2,1150
2,1154
2,1167
2,1176
2,1176
2,1181
2,1182
2,1182
2,1249
2,1249
2,1281
2,1293
2,1293
2,1297
2,1310
2,1311
2,1313
2,1316
2,1316
2,1326
2,1431
2,1534
2,1685
2,1685
2,1717
2,1717
2,1778
2,1797
2,1971
2,1976
2,1996
2,2004
2,2031
2,2068
2,2104
2,2112
2,2222
2,2234
2,2240
2,2258
2,2271
2,2279
2,2303
2,2326
2,2357
2,2398
2,2410
2,2469
2,2621
3,34
3,40
3,41
3,43
3,44
3,51
3,55
3,56
3,57
3,57
3,62
3,62
3,65
3,66
3,66
3,70
3,70
3,71
3,72
3,73
3,76
3,76
3,76
3,77
3,80
3,80
3,85
3,85
3,85
3,87
3,90
3,95
3,97
3,100
3,100
3,100
3,101
3,101
3,104
3,104
3,105
3,105
3,106
3,106
3,106
3,108
3,108
3,111
3,111
3,111
3,113
3,114
3,114
3,115
3,116
3,117
3,118
3,119
3,122
3,125
3,125
3,125
3,126
3,126
3,128
3,129
3,130
3,130
3,130
3,131
3,131
3,133
3,134
3,134
3,135
3,135
3,135
3,136
3,136
3,140
3,140
3,141
3,142
3,144
3,145
3,146
3,146
3,146
3,151
3,151
3,154
3,154
3,155
3,155
3,156
3,158
3,161
3,161
3,163
3,164
3,165
3,165
3,166
3,167
3,168
3,170
3,171
3,172
3,172
3,173
3,173
3,175
3,176
3,178
3,179
3,179
3,179
3,182
3,185
3,186
3,186
3,187
3,188
3,188
3,189
3,189
3,190
3,191
3,193
3,195
3,196
3,196
3,197
3,197
3,197
3,199
3,199
3,200
3,200
3,201
3,201
3,204
3,204
3,205
3,206
3,206
3,207
3,209
3,210
3,213
3,214
3,214
3,215
3,216
3,216
3,217
3,217
3,218
3,219
3,219
3,219
3,220
3,222
3,224
3,225
3,225
3,226
3,227
3,227
3,230
3,231
3,231
3,231
3,232
3,233
3,233
3,234
3,238
3,238
3,240
3,242
3,244
3,244
3,246
3,246
3,246
3,246
3,249
3,252
3,254
3,255
3,256
3,257
3,258
3,262
3,262
3,262
3,263
3,268
3,269
3,269
3,269
3,269
3,276
3,278
3,279
3,283
3,283
3,283
3,286
3,287
3,290
3,290
3,291
3,291
3,292
3,293
3,293
3,297
3,297
3,297
3,299
3,301
3,304
3,304
3,304
3,305
3,309
3,309
3,311
3,313
3,314
3,314
3,315
3,315
3,315
3,315
3,316
3,317
3,317
3,323
3,324
3,325
3,326
3,327
3,327
3,329
3,333
3,334
3,334
3,334
3,335
3,336
3,340
3,340
3,341
3,342
3,343
3,343
3,346
3,347
3,364
3,369
3,377
3,378
3,379
3,380
3,385
3,385
3,385
3,385
3,396
3,396
3,399
3,399
3,400
3,402
3,402
3,403
3,403
3,404
3,405
3,405
3,405
3,406
3,411
3,411
3,412
3,412
3,418
3,421
3,421
3,424
3,429
3,429
3,431
3,460
3,462
3,464
3,465
3,465
3,466
3,469
3,471
3,471
3,473
3,479
3,479
3,480
3,480
3,481
3,481
3,497
3,501
3,503
3,506
3,508
3,509
3,511
3,518
3,518
3,519
3,525
3,534
3,535
3,559
3,562
3,564
3,565
3,584
3,589
3,590
3,600
3,610
3,610
3,611
3,614
3,652
3,659
3,667
3,669
3,669
3,669
3,669
3,669
3,672
3,688
3,689
3,693
3,728
3,730
3,734
3,738
3,739
3,753
3,756
3,781
3,793
3,802
3,805
3,807
3,810
3,813
3,815
3,819
3,824
3,826
3,832
3,832
3,841
3,847
3,854
3,863
3,864
3,881
3,881
3,891
3,892
3,898
3,901
3,906
3,908
3,918
3,918
3,945
3,946
3,949
3,960
3,1014
3,1021
3,1041
3,1046
3,1046
3,1051
3,1051
3,1066
3,1070
3,1077
3,1083
3,1093
3,1116
3,1117
3,1117
3,1121
3,1124
3,1126
3,1136
3,1150
3,1154
3,1164
3,1172
3,1173
3,1178
3,1178
3,1178
3,1246
3,1246
3,1276
3,1290
3,1290
3,1293
3,1307
3,1307
3,1310
3,1311
3,1311
3,1322
3,1426
3,1534
3,1684
3,1685
3,1717
3,1717
3,1778
3,1797
3,1971
3,1976
3,1996
3,2000
3,2034
3,2063
3,2104
3,2112
3,2226
3,2234
3,2240
3,2261
3,2271
3,2277
3,2303
3,2329
3,2354
3,2394
3,2410
3,2465
3,2616
4,85
4,100
4,110
4,110
4,115
4,121
4,122
4,122
4,123
4,128
4,129
4,130
4,131
4,133
4,134
4,139
4,142
4,144
4,145
4,146
4,166
4,178
4,178
4,178
4,178
4,179
4,180
4,181
4,183
4,185
4,186
4,186
4,187
4,193
4,194
4,194
4,194
4,195
4,195
4,204
4,206
4,207
4,208
4,208
4,209
4,212
4,216
4,217
4,220
4,224
4,225
4,241
4,246
4,246
4,250
4,250
4,250
4,252
4,252
4,254
4,254
4,256
4,261
4,262
4,262
4,263
4,264
4,266
4,266
4,267
4,267
4,267
4,268
4,268
4,269
4,271
4,271
4,275
4,279
4,279
4,280
4,282
4,284
4,285
4,286
4,286
4,287
4,287
4,288
4,288
4,288
4,289
4,289
4,289
4,290
4,291
4,292
4,292
4,293
4,293
4,293
4,293
4,293
4,294
4,294
4,294
4,295
4,295
4,295
4,296
4,297
4,298
4,298
4,298
4,301
4,302
4,304
4,305
4,306
4,306
4,306
4,306
4,306
4,308
4,309
4,310
4,310
4,314
4,315
4,315
4,315
4,315
4,316
4,317
4,319
4,322
4,325
4,325
4,330
4,345
4,345
4,345
4,350
4,355
4,364
4,368
4,374
4,375
4,379
4,381
4,382
4,384
4,386
4,387
4,389
4,391
4,393
4,394
4,399
4,400
4,401
4,402
4,406
4,407
4,407
4,411
4,411
4,416
4,420
4,420
4,422
4,422
4,422
4,424
4,425
4,429
4,430
4,431
4,432
4,434
4,439
4,440
4,440
4,442
4,445
4,445
4,445
4,446
4,449
4,451
4,453
4,454
4,456
4,456
4,456
4,460
4,460
4,460
4,462
4,463
4,464
4,464
4,465
4,468
4,469
4,469
4,471
4,472
4,474
4,479
4,486
4,496
4,498
4,498
4,499
4,500
4,501
4,502
4,504
4,505
4,506
4,506
4,511
4,511
4,514
4,517
4,521
4,521
4,521
4,525
4,526
4,528
4,531
4,535
4,535
4,540
4,543
4,544
4,552
4,559
4,559
4,560
4,562
4,566
4,567
4,571
4,571
4,573
4,576
4,578
4,578
4,581
4,582
4,587
4,593
4,595
4,601
4,601
4,603
4,607
4,611
4,614
4,616
4,618
4,619
4,622
4,622
4,625
4,627
4,627
4,628
4,631
4,631
4,634
4,634
4,636
4,636
4,640
4,640
4,640
4,641
4,642
4,645
4,647
4,649
4,649
4,651
4,651
4,653
4,654
4,656
4,656
4,658
4,658
4,659
4,660
4,662
4,664
4,664
4,666
4,666
4,667
4,669
4,669
4,670
4,671
4,673
4,674
4,676
4,677
4,677
4,677
4,677
4,678
4,679
4,680
4,683
4,683
4,685
4,687
4,688
4,688
4,690
4,728
4,728
4,729
4,729
4,729
4,729
4,729
4,745
4,757
4,757
4,757
4,759
4,761
4,762
4,763
4,766
4,772
4,777
4,777
4,777
4,777
4,800
4,803
4,809
4,818
4,826
4,841
4,842
4,850
4,854
4,869
4,872
4,873
4,881
4,904
4,906
4,920
4,923
4,933
4,945
4,946
4,951
4,964
4,964
4,964
4,973
4,975
4,975
4,975
4,993
4,1010
4,1015
4,1021
4,1028
4,1030
4,1031
4,1049
4,1049
4,1051
4,1053
4,1058
4,1070
4,1074
4,1081
4,1081
4,1082
4,1085
4,1124
4,1150
4,1156
4,1185
4,1191
4,1195
4,1197
4,1203
4,1213
4,1222
4,1228
4,1250
4,1251
4,1253
4,1259
4,1259
4,1262
4,1285
4,1291
4,1292
4,1294
4,1326
4,1327
4,1333
4,1336
4,1341
4,1344
4,1347
4,1386
4,1386
4,1390
4,1395
4,1431
4,1458
4,1458
4,1459
4,1461
4,1550
4,1672
4,1817
4,1817
4,1842
4,1843
4,1889
4,1949
4,1973
4,2124
4,2129
4,2138
4,2149
4,2204
4,2209
4,2248
4,2259
4,2320
4,2349
4,2399
4,2429
4,2434
4,2439
4,2444
4,2504
4,2519
4,2538
4,2549
4,2736
